Minisector,NOR,HAM,Fastest
0,256.0258425892421,252.42858247576717,NOR
1,219.4291104711111,217.25157350054934,NOR
2,208.60635845121953,212.23309517774064,HAM
3,254.97757587925926,260.59676518457854,HAM
4,269.94046707678433,275.501723416646,HAM
5,290.4280209303704,293.44491081523813,HAM
6,160.0710333003954,156.46400781185832,NOR
7,179.2797747697831,181.7801619036969,HAM
8,265.86047156221423,269.1179524549184,HAM
9,298.0235906361905,299.6913661563581,HAM
10,310.24657505619706,310.74174923597883,HAM
11,313.0848212503704,309.8335554913258,NOR
12,117.73519555626284,108.19001277294994,NOR
13,185.8269131817344,188.36417211512227,HAM
14,268.5752185396825,271.9246882106326,HAM
15,294.63360844879816,295.81743467134936,HAM
16,302.49833333333333,301.7021490441559,NOR
17,191.09225170493508,191.84402818797446,HAM
18,222.1303346982313,221.2430548337778,NOR
19,272.5963526250292,271.5528132437192,NOR
20,146.24462385738707,147.28915323367377,HAM
21,142.86658578051558,146.12641250485962,HAM
22,217.78814999558097,228.52765329379955,HAM
23,234.03343650841012,247.93275095466666,HAM
24,161.4220758711496,154.70630385602277,NOR
25,224.85499776,225.29627965714286,HAM
