Minisector,LEC,HAM,Fastest
0,273.3565139003752,274.4716281556254,HAM
1,250.72682185043476,257.6925536872727,HAM
2,122.30797065502398,122.47622987943018,HAM
3,174.35562867642858,177.30802676060605,HAM
4,195.50861479801858,198.4244026800586,HAM
5,199.32146725583814,204.00997630927912,HAM
6,264.80980141714286,266.0606750520755,HAM
7,286.9132007017544,286.82619021544974,LEC
8,245.54214405547725,253.29790478572988,HAM
9,151.83461371020474,152.06348143447704,HAM
10,121.13830288158762,124.86582699298336,HAM
11,164.41183676765868,165.12439599014436,HAM
12,246.54561136900432,248.46780236606062,HAM
13,153.7658150859011,167.20568595015808,HAM
14,138.2792694467668,153.31345147107854,HAM
15,107.1295772529445,113.69905494872768,HAM
16,212.5663378697143,213.67334816212653,HAM
17,242.5296306415054,249.65233784550895,HAM
18,129.65732149867245,132.94367115005292,HAM
19,235.60427180215873,236.36311237101478,HAM
20,275.78185292631576,278.3550591977897,HAM
21,195.2618081021744,219.2116119186437,HAM
22,145.40406075928038,150.57329295429022,HAM
23,218.5541722294906,222.29918035888616,HAM
24,230.64438852571894,228.81193556265094,LEC
25,258.703124,259.720832,HAM
