Minisector,VER,LEC,Fastest
0,281.9394506238603,272.2932140136296,VER
1,123.70385677013142,115.80289921456409,VER
2,161.94534222250445,168.22906792137206,LEC
3,217.56581323658725,217.02465189902222,VER
4,165.24812101213132,169.93789080940914,LEC
5,244.7581799360242,244.18850252416223,VER
6,215.11314765217392,215.45629055403728,LEC
7,141.15587768910407,141.73788839270492,LEC
8,237.40171837714286,237.36960654175755,VER
9,276.06390051137254,276.47494347904694,LEC
10,287.5490730955315,292.00112480451344,LEC
11,154.05571515084486,161.10189082347787,LEC
12,223.43650745190013,218.0465956206437,VER
13,270.9402575174943,268.9493647485154,VER
14,269.08183040694564,274.12440180245886,LEC
15,96.86345441992502,105.08177651248705,LEC
16,218.1917044285306,217.11145662466956,VER
17,272.7869214233766,269.4216749829824,VER
18,294.87046048750636,291.4596354682945,VER
19,305.4335635805195,305.58367186871794,LEC
20,311.1181469707602,310.7501979301064,VER
21,288.1461556404509,302.11924224216915,LEC
22,160.89939309260163,160.26870480885253,VER
23,238.1685923886595,227.4940509399601,VER
24,281.49473720760886,275.3221973450961,VER
25,289.0571428571429,288.5281232,VER
