Minisector,HAM,SAI,Fastest
0,245.82190707837185,244.17442560688255,HAM
1,280.38888888888886,281.96862771489435,SAI
2,186.66390376230257,185.40155580188832,HAM
3,158.7510204335601,149.42809150014043,HAM
4,259.3979295976884,256.88923918854823,HAM
5,265.68666666666667,268.4146666666667,SAI
6,222.77760746666667,211.06361902187524,HAM
7,203.30465684705882,192.1904761904762,HAM
8,152.9703787878788,150.81454051851833,HAM
9,209.60827691556415,208.12223175969493,HAM
10,269.1333333333333,272.2621904761905,SAI
11,128.6091040213733,121.8423886079346,HAM
12,208.22836585540256,208.2360449975072,SAI
13,271.01914285714287,276.059623015873,SAI
14,292.30605654819226,303.6388528138528,SAI
15,300.72234454717994,318.4174298665479,SAI
16,247.4896551724138,247.4482142857143,HAM
17,138.38112447916774,128.2499407312096,HAM
18,131.93311719209026,125.43381761671242,HAM
19,123.07596295824702,115.08495755932204,HAM
20,223.2394409414204,225.8133612088889,SAI
21,249.1635802469136,251.34814814814814,SAI
22,240.8013380441843,233.59565562919008,HAM
23,222.32775855118467,210.89595943434344,HAM
24,140.67900643796855,136.4893202759971,HAM
25,213.79166933333335,,HAM
