Minisector,SAI,STR,Fastest
0,268.6526947984762,277.4108591586671,STR
1,290.82692717619045,307.09037680761907,STR
2,295.5599577877458,301.3835380027018,STR
3,128.91130173422678,118.21921359733939,SAI
4,194.74627166344683,204.00464736388184,STR
5,250.5345848362812,258.7958797015126,STR
6,134.2084094066588,132.10978437158812,SAI
7,206.75926129987886,201.74925028799422,SAI
8,262.28294289457,254.7277870408653,SAI
9,281.50759261037035,274.88973246535943,SAI
10,231.8069170920635,227.95791396363637,SAI
11,175.0393727441002,171.90559906713196,SAI
12,195.16263228407684,188.39900266552084,SAI
13,149.60033849884735,138.73081406110833,SAI
14,172.1422978238981,170.8469594866816,SAI
15,159.35624592491163,157.30590803310344,SAI
16,222.39364199385884,214.80895478294468,SAI
17,235.07832191673472,230.49992571601732,SAI
18,239.05995588045022,240.4395122265159,STR
19,241.04196596144754,221.86517827878788,SAI
20,147.37877425348614,144.12078523209905,SAI
21,128.3450478830307,131.58320473826618,STR
22,169.1403960115671,161.8153555223267,SAI
23,150.23279605051454,148.77485529072334,SAI
24,226.8672013380899,223.363005648254,SAI
25,,255.0062496,STR
