Minisector,NOR,ALO,Fastest
0,275.6839808463768,275.75056561834214,ALO
1,297.05856418191627,298.0542425409862,ALO
2,295.83228912,294.7155440291536,NOR
3,180.04254265957593,167.4991729728323,NOR
4,123.71381549654528,123.23574034634242,NOR
5,239.1981187425496,234.70097788448513,NOR
6,281.4182104178679,279.83932299702616,NOR
7,294.43672309732426,292.5497547992935,NOR
8,188.36991823392736,183.23720468441275,NOR
9,144.08989882123035,146.81703673421555,ALO
10,251.84226154909092,252.103316760409,ALO
11,290.4040596136616,288.9411858714148,NOR
12,304.3977388728716,298.01572663258145,NOR
13,281.8928624162319,287.20756808951353,ALO
14,296.4589686865561,296.7257156220952,ALO
15,298.95057402037264,299.8889357386227,ALO
16,252.37223665942233,259.4262276596825,ALO
17,230.247060491436,232.3294554871264,ALO
18,277.34804779035153,275.76688552982455,NOR
19,299.26109939250796,296.45832337854335,NOR
20,299.43748373803123,297.2403727893333,NOR
21,238.7218594370236,242.9370434469904,ALO
22,263.16494753862435,261.838985469304,NOR
23,142.82933903774946,145.1805480410919,ALO
24,217.38731456809214,210.2384586884127,NOR
25,255.89441029343018,256.9,ALO
