Minisector,HAM,STR,Fastest
0,261.7063930095161,261.3150240530845,HAM
1,216.35432116989247,227.85519565889766,STR
2,141.0577426816193,131.25706154530943,HAM
3,230.10735023893002,235.21929575683347,STR
4,269.33421733052717,271.37520393513495,STR
5,179.4951715273049,179.13673334911533,HAM
6,99.80420220969494,101.24585264458368,STR
7,136.12415267396324,133.68049862027394,HAM
8,248.21667628464013,252.13996676458257,STR
9,163.54508503826548,163.25997324687106,HAM
10,183.91286087406635,177.84723646461632,HAM
11,253.99272339004102,258.4479167589744,STR
12,234.16182269162562,257.73961517159637,STR
13,251.30990791991533,265.59947600457144,STR
14,279.12323336811596,284.3244464480773,STR
15,264.7504620355624,269.6923812312822,STR
16,141.32097813173547,138.21125710787075,HAM
17,232.0618028586884,230.45258555270937,HAM
18,278.93904751701865,277.5216850422172,HAM
19,290.7713767884058,288.6121894161491,HAM
20,295.06159411014494,291.7965579130435,HAM
21,300.83829363809525,297.7687545745429,HAM
22,148.51642731731155,139.91515196530696,HAM
23,84.79528129856695,81.71008576615566,HAM
24,168.27287129174152,168.0988992924783,HAM
25,241.88333226666666,241.87500266666666,HAM
