Minisector,VER,LEC,Fastest
0,291.5421192389417,290.30450519443224,VER
1,303.06282283318563,303.26075438209944,LEC
2,308.19947701125545,308.0210689015873,VER
3,309.5580247308642,309.56250011428574,LEC
4,204.03522786349205,194.24830949155273,VER
5,213.41766691294782,214.5070960153375,LEC
6,264.6188975987586,267.0121478673106,LEC
7,270.6604552290899,269.5111420266667,VER
8,191.95796896218744,190.9525596656171,VER
9,156.25803784534932,157.21751970170655,LEC
10,186.10747599938696,188.98564312024305,LEC
11,258.87895426053313,258.4824900972438,VER
12,253.865617442643,251.2010422636774,VER
13,230.91774928422362,234.89828260987014,LEC
14,272.35922128269675,274.3377142441252,LEC
15,164.69973681265225,174.87139272507235,LEC
16,215.25850129628867,220.0316489328363,LEC
17,241.53443641154325,241.81923464753933,LEC
18,137.18489649543858,140.49922295114183,LEC
19,237.17157252551112,240.59146679656874,LEC
20,276.7473985077414,273.8413339697479,VER
21,246.36963471559284,243.66909915555559,VER
22,142.8267935401888,142.5357575725208,VER
23,213.0007978353131,212.9879819468697,VER
24,268.6408946303548,268.9675871059879,LEC
25,282.47142765714284,,VER
