Minisector,HAM,GAS,Fastest
0,280.79416289352554,281.98869622648067,GAS
1,291.1467578493402,297.30986540691174,GAS
2,241.82499261943641,249.41648003642857,GAS
3,120.68085927130522,122.6609797156975,GAS
4,141.56940957644466,145.50565276930905,GAS
5,251.10639140975945,252.03720632381706,GAS
6,252.05562813224233,253.31885958916666,GAS
7,128.56508079282332,130.76306125867595,GAS
8,247.81308235867928,250.28876790886875,GAS
9,262.9363870537199,268.3895833212121,GAS
10,212.4265987861791,217.95730453346258,GAS
11,148.74826254561341,150.32234900155703,GAS
12,213.38340035399833,215.58277890369865,GAS
13,256.72586682654963,261.9882665233622,GAS
14,119.87472838517049,119.27818058130221,HAM
15,200.6461488873795,208.5913760897566,GAS
16,259.41155381965933,262.3443788196795,GAS
17,285.98079618180344,288.2272124114949,GAS
18,296.0544325677949,297.51492411466467,GAS
19,301.54348226156367,299.8421052631579,HAM
20,299.1014208653101,300.52552547472783,GAS
21,164.64301790387924,167.7608966162723,GAS
22,152.7946846496559,155.01114911118316,GAS
23,205.54997037119534,201.06980198529465,HAM
24,239.2775090093264,230.3873250559441,HAM
25,268.5833322666667,263.52083733333336,HAM
