Minisector,HAM,RIC,Fastest
0,279.0425385192311,285.25318891462666,RIC
1,292.3485355284641,302.7413189483242,RIC
2,287.32375650081724,297.1689093665563,RIC
3,176.7182438928751,169.98044841984634,HAM
4,128.4400546438448,121.4435228416829,HAM
5,242.94230649039937,237.91959781659972,HAM
6,280.9951057213404,294.54039313540994,RIC
7,286.1049604825397,307.3192816141858,RIC
8,186.91943730498784,180.31408872907951,HAM
9,153.55374027687338,144.42804787482993,HAM
10,256.2095986044001,255.88301824436434,HAM
11,291.32765581274447,295.78881321604274,RIC
12,299.07474906742596,311.35811640056033,RIC
13,276.12256084436143,276.4539140948539,RIC
14,292.8896904655238,299.6541174793651,RIC
15,292.7946018177613,307.02666173307426,RIC
16,248.9963345316656,257.1862328033285,RIC
17,232.95429794767622,219.78766445571992,HAM
18,278.03311285502645,283.92133397333333,RIC
19,294.1583185379172,316.88121669433406,RIC
20,291.21050996877267,334.3272455757576,RIC
21,234.6078320963415,225.572971035427,HAM
22,264.99689834667964,253.69755810574713,HAM
23,144.77037699709234,148.5276018454116,RIC
24,225.6962993858983,210.96422361812097,HAM
25,261.06666666666666,263.99868928035096,RIC
