Minisector,LEC,HAM,Fastest
0,253.509775230839,249.13204475238095,LEC
1,127.33210823280463,127.2001710767478,LEC
2,194.88105945566136,197.79028289458412,HAM
3,243.89138290910952,244.31383734592248,HAM
4,257.46257308968063,259.18652197384125,HAM
5,171.99572156444444,169.199825613635,LEC
6,144.468377476,140.0167429212746,LEC
7,182.08058867395152,180.11630816609335,LEC
8,99.38244807466447,102.06272346688343,HAM
9,71.48650776104668,70.30759375955068,LEC
10,93.8092624013288,94.45741110421989,HAM
11,182.99391959798868,183.61339864820627,HAM
12,244.06029405367966,242.87465378666667,LEC
13,266.8342226713388,266.78448181229754,LEC
14,278.23669214325884,270.5979924571429,LEC
15,102.8691326141827,104.3963915855355,HAM
16,146.62265640851757,150.2438051424514,HAM
17,175.09310416050795,174.6649333902838,LEC
18,195.7527975942952,190.69988453175162,LEC
19,209.04938896855086,201.09106571955746,LEC
20,133.5232662825808,130.7374889591674,LEC
21,105.82251403185546,106.73742825685397,HAM
22,97.1732601384335,96.02430165990796,LEC
23,195.80631389629627,193.27330825170563,LEC
24,250.04912409449364,246.93283306800325,LEC
25,,263.26000042666664,HAM
