Minisector,BOT,SAI,Fastest
0,265.85313983917,260.659916939346,BOT
1,132.64810804272074,127.14849104761905,BOT
2,190.8997932464473,193.06386710275288,SAI
3,243.75711251485163,244.59407067304798,SAI
4,263.5838709578589,251.31279354048883,BOT
5,180.66554935587445,171.52417871879095,BOT
6,148.1370640546215,142.5532384792381,BOT
7,178.36121414016776,173.22334779649302,BOT
8,105.20187160171066,98.18698563385846,BOT
9,77.83307537712385,74.01992164292609,BOT
10,92.23332940912485,94.25895057961624,SAI
11,167.63527858588208,182.7818885202333,SAI
12,240.85249962666666,247.0269629525611,SAI
13,269.10986191826885,268.8102562461538,BOT
14,281.19314210504433,277.9852563692308,BOT
15,129.20753545432248,109.85397762193955,BOT
16,122.42780096377828,141.13895963556146,SAI
17,191.30124790634102,184.80546930974782,BOT
18,184.75286137928498,190.502499465285,SAI
19,224.15087317585602,195.4958645979883,BOT
20,132.0220034364532,126.96899393494155,BOT
21,125.87665131755179,106.73046637744005,BOT
22,86.81837839595799,93.55155052707832,SAI
23,185.44616120701755,197.33016966793468,SAI
24,249.66533532322464,250.28396396799465,SAI
