Minisector,NOR,ALO,Fastest
0,288.5917139242548,301.3231646710104,ALO
1,159.56040705812595,155.27294843792015,NOR
2,149.1420672945266,148.9252239707244,NOR
3,226.35326873167435,228.15608359285713,ALO
4,286.1168762305845,286.6867307942029,ALO
5,288.2043142247619,289.3553675522932,ALO
6,140.3119273555954,144.11874406495835,ALO
7,135.5799337991121,136.05262644051888,ALO
8,139.86107344144654,133.18915865507367,NOR
9,187.9255142671977,190.9879228175084,ALO
10,126.29508218303413,124.7255680835789,NOR
11,124.28630023112846,124.03271725285896,NOR
12,169.08745418199914,164.67913392279473,NOR
13,270.26423179687754,270.0840209603342,NOR
14,291.08514737052155,292.9586949101449,ALO
15,150.77114000580562,136.78350538271832,NOR
16,200.14616312157682,188.73004237930277,NOR
17,176.0929037481612,172.61321059642435,NOR
18,270.92493046495787,273.99542308107954,ALO
19,293.7011024587239,295.81472958611965,ALO
20,308.69413241465753,310.01918415023255,ALO
21,316.94759835580953,317.69722225777775,ALO
22,321.89082884791446,322.6769331227567,ALO
23,324.49984313766237,325.930217293913,ALO
24,323.00553244298334,325.4205499479251,ALO
25,319.0,,NOR
