Minisector,SAI,GAS,Fastest
0,256.69918803859986,248.56778378112458,SAI
1,135.44197617131312,128.74246487195768,SAI
2,202.83158917746172,202.48262173454856,SAI
3,247.2824914422439,248.81820826557825,GAS
4,256.6403754805195,251.3686219102041,SAI
5,178.9676527925019,173.48326737505045,SAI
6,149.91850674699938,149.03325886445586,SAI
7,183.1614394375065,189.4097802123667,GAS
8,103.01513594823992,105.05628357537168,GAS
9,75.01329342206746,72.94066556140812,SAI
10,91.26667983404809,99.19206205973431,GAS
11,186.94010131156463,190.8997697945098,GAS
12,245.0092561235209,246.1331042624442,GAS
13,270.72904273038097,269.59246669668676,SAI
14,275.82099191794873,270.2062819265306,SAI
15,105.16481880630181,111.47282239990217,GAS
16,158.11447069061225,158.8201645809524,GAS
17,189.962677047873,184.17184860995297,SAI
18,203.37466561284782,200.61904470007352,SAI
19,215.85422526162463,207.82265951492064,SAI
20,141.5679961004329,133.9327159327312,SAI
21,105.12172034127077,102.91896668072134,SAI
22,97.76671209162964,95.60908053359725,SAI
23,201.41443293946523,200.01413531863255,SAI
24,253.684412205874,249.8162593683942,SAI
25,,265.12,GAS
