Minisector,HAM,SAI,Fastest
0,277.7762532628048,281.69988531738386,SAI
1,296.1348467898763,296.7523712258817,SAI
2,291.3437072663953,291.36080529044136,SAI
3,179.06655783297967,175.76924393547785,HAM
4,216.8692811647226,216.88003292902056,SAI
5,201.3732195030204,194.0444904646859,HAM
6,182.71961784407162,175.82730763341945,HAM
7,201.26196694167012,203.35716649005198,SAI
8,254.47407585525036,255.37087940114284,SAI
9,262.70757712459516,261.3795021381065,HAM
10,167.3267278392579,166.16832034741597,HAM
11,233.05582779249593,231.766669448506,HAM
12,106.69061455547701,112.45824338191237,SAI
13,219.97107384376957,220.21388979614056,SAI
14,274.0201712864706,274.53514774494334,SAI
15,289.09513762375957,288.78845966084526,HAM
16,209.3890751068907,206.44644197602025,HAM
17,182.27511186077726,182.77103995832684,SAI
18,262.5144729631585,265.57027567238094,SAI
19,289.2424387724387,290.39201931081953,SAI
20,299.8074736492764,301.62987774814815,SAI
21,300.67836155026527,301.01146691438015,SAI
22,264.33040601904764,276.1758485245599,SAI
23,116.2368019417365,112.10357467456797,HAM
24,236.43841462086712,236.2217189396355,HAM
