Minisector,HAM,SAI,Fastest
0,274.6763037028572,278.4627191690949,SAI
1,295.2326100296296,298.46063797457543,SAI
2,294.4852819516049,297.38909087996166,SAI
3,177.2598541484884,196.09695851598335,SAI
4,121.26536237510452,121.96739190996196,SAI
5,234.36102456752135,236.58592106691006,SAI
6,279.6079396292063,280.35137640221177,SAI
7,293.7339628372671,296.4482149662615,SAI
8,185.33997941528693,194.978976109386,SAI
9,147.79774757845888,147.68754297307595,HAM
10,252.30249139301588,250.78620780536994,HAM
11,287.5199305948874,288.9701200188061,SAI
12,298.9414352273593,303.73901616806575,SAI
13,285.6477290850088,288.6520238494331,SAI
14,296.3319230615708,296.8218683348918,SAI
15,296.8067783730388,293.2326074460079,HAM
16,259.201978644653,264.0795253198828,SAI
17,235.38953092856192,239.1667304155978,SAI
18,277.8938656096066,275.71508438984125,HAM
19,297.5009246909025,295.86249428517476,HAM
20,302.8183914300047,301.3008824746163,HAM
21,244.17875941098902,253.41628068862056,SAI
22,264.68307461172657,265.61846675140754,SAI
23,146.1394642134376,151.70645713103096,SAI
24,216.72545856067225,217.29043490078553,SAI
25,,255.8916672,SAI
