Minisector,HAM,PER,Fastest
0,273.79089511073386,277.55383101809457,PER
1,289.60054292268376,296.79318204675326,PER
2,224.0494097715,232.00846932204584,PER
3,133.57981578533315,128.23907338107662,HAM
4,186.4806673202878,186.37350856906383,HAM
5,125.86287764483005,118.26456936582092,HAM
6,212.50847029333332,214.16046634876847,PER
7,265.89732049882406,264.4948739937443,HAM
8,186.6528033063782,175.69958699542101,HAM
9,183.3690630993753,182.03058223399643,HAM
10,264.09068247453416,266.97152693333334,PER
11,192.75345730331827,183.2438210705288,HAM
12,168.91007230607394,166.01662840877896,HAM
13,256.6732640284792,259.54989710795485,PER
14,272.48778437432713,276.28260823188407,PER
15,286.9172149984753,289.99346295924886,PER
16,209.76315709460317,201.26720626236562,HAM
17,204.80153925124233,198.8050090534627,HAM
18,247.39320849382716,244.36048346373627,HAM
19,282.86261394819354,285.86161592981716,PER
20,293.03939374545456,297.2760009489177,PER
21,211.0667981551594,200.71856733192243,HAM
22,154.1966769417944,147.50351446112956,HAM
23,164.60127067517965,156.88745036250683,HAM
24,227.25946109688013,228.641004730912,PER
25,260.31380698012947,,HAM
