Minisector,BOT,LEC,Fastest
0,291.12604137777777,292.12155779710145,LEC
1,300.57865592961303,300.6278984811594,LEC
2,274.011501824,283.40900275581816,LEC
3,116.18484435745947,112.77010523606636,BOT
4,231.94211540583112,229.34196354285714,BOT
5,272.82502346361906,271.51193678758506,BOT
6,209.78613672291812,209.9742439111111,LEC
7,176.0930907508772,173.58130468951055,BOT
8,213.2806977486748,219.0082827276919,LEC
9,228.92241109333332,229.8227012781609,LEC
10,119.81026040976958,120.85176056937233,LEC
11,228.8928715978533,232.16532127594843,LEC
12,119.9001028845055,118.16274020816904,BOT
13,228.38491255172414,223.72635325079517,BOT
14,271.48764719857553,273.1179997013333,LEC
15,214.98643384666667,220.18035073966206,LEC
16,205.9923256414547,200.34012550464647,BOT
17,252.02438253827162,254.46939072820513,LEC
18,200.1743697131313,211.22927100620075,LEC
19,191.6624997037037,188.00102407195766,BOT
20,264.9826424746667,263.1616186697143,BOT
21,284.2139491710145,287.8833331478261,LEC
22,164.00010016924838,169.75047930902954,LEC
23,222.19611310241433,215.2961009204301,BOT
24,274.6747479912088,272.27649913416485,BOT
25,,285.6166656,LEC
