Minisector,HAM,GAS,Fastest
0,287.7378309733333,286.08754642719106,HAM
1,291.76893220845074,287.37241972705885,HAM
2,163.9699065948498,157.6686975950599,HAM
3,216.64354746219868,220.83842927238095,GAS
4,270.4048191518954,270.8276133868161,GAS
5,290.9133166243137,292.18223641650354,GAS
6,292.8198763100245,296.50828107488326,GAS
7,172.26217421553923,167.6038419956989,HAM
8,120.40707045272848,120.55557453639835,GAS
9,248.56075829714285,245.6550775328254,HAM
10,285.23406442728117,284.57841683746034,HAM
11,296.4831353269841,293.71662083555555,HAM
12,142.07961519817042,149.44038329296907,GAS
13,192.57885455364624,187.20254293502646,HAM
14,254.94999931070706,253.1881008193683,HAM
15,198.71174451540267,206.26843717809524,GAS
16,212.14354741834674,211.51631624677105,HAM
17,207.27619744075125,208.58710712,GAS
18,242.458010754709,241.82852931795992,HAM
19,276.8925436398413,274.19664389995154,HAM
20,293.99277014369255,290.7654165485714,HAM
21,256.44851380345676,258.18186407035216,GAS
22,212.27379328046175,221.57697871077798,GAS
23,202.45003186539682,201.30579555169524,HAM
24,262.57792400732023,258.6523763046029,HAM
25,279.93749760000003,278.1041664,HAM
