Minisector,VER,SAI,Fastest
0,251.29629748525866,249.86012596657147,VER
1,128.71066226556064,119.69663177193596,VER
2,261.0821107168017,256.02121201965963,VER
3,304.40940448220323,302.9333773488552,VER
4,304.9652300128139,304.32032064610524,VER
5,313.52465146577686,312.0212266226455,VER
6,317.1074584323232,314.8926006774327,VER
7,319.1963668018775,313.2000609188571,VER
8,187.4656104308647,182.7443814871134,VER
9,191.1444067946425,182.78088385549668,VER
10,185.54566778120702,170.8400510220358,VER
11,173.8884587026531,169.10111403067964,VER
12,255.75153580873564,252.35008574052912,VER
13,273.23707073618095,268.29322606586965,VER
14,280.8701454002709,278.2239722446828,VER
15,280.4499729232423,267.6202225879365,VER
16,174.03806929349565,166.9711050331108,VER
17,183.93886940082854,175.86823530916996,VER
18,237.14734104541682,232.48095262753247,VER
19,282.2003995642051,279.7562289377289,VER
20,303.43260923573536,301.1306130831911,VER
21,309.50867274045856,307.0580116752726,VER
22,309.0869755845805,305.20108598903033,VER
23,242.00145202666752,247.84868786571428,SAI
24,115.61762170053584,110.29125607044156,VER
25,226.28140344738424,,VER
