Minisector,HAM,ALO,Fastest
0,302.4023579608894,297.05251435503084,HAM
1,160.62861754139195,158.56498174800575,HAM
2,160.53534404472313,154.75670827835302,HAM
3,214.7302578605725,220.69637258291158,ALO
4,281.71626052294374,282.26829732173917,ALO
5,295.0666797889054,289.26913013333336,HAM
6,153.86618197218223,145.63281224086762,HAM
7,142.57633234924538,136.92277575192043,HAM
8,156.6866845555949,143.67488752437404,HAM
9,168.13574491045637,179.3945577185185,ALO
10,135.342967427839,132.8151744561412,HAM
11,127.7271365367481,124.20912074245734,HAM
12,154.95912974874688,160.75761771003485,ALO
13,262.8545967209065,259.82215755876695,HAM
14,287.62632576969696,281.56312097391304,HAM
15,153.39047416470083,153.50123494603173,ALO
16,215.88378244871865,208.8973796648198,HAM
17,161.5256425408678,161.92928223353152,ALO
18,264.2981737290207,260.78626088691595,HAM
19,290.04734865454543,283.99561576054424,HAM
20,303.8513425070578,296.3161958657369,HAM
21,312.7883333333333,304.20218245079366,HAM
22,318.19166679365077,309.6618788671607,HAM
23,322.82895829333336,312.3494048609524,HAM
24,319.74452958911564,309.4665807651626,HAM
25,,310.9583331555556,ALO
