Minisector,VER,SAI,Fastest
0,233.08766474168985,229.1635366421578,VER
1,292.39986255999196,275.9630004906667,VER
2,315.6174219175361,288.67367022269895,VER
3,322.5680842571074,293.81655857316014,VER
4,284.1013342586147,269.9842505507079,VER
5,162.66177797742145,158.7026113814898,VER
6,259.13605837250395,252.92137037275663,VER
7,273.85116663466664,270.0849206462081,VER
8,215.3993762969548,217.87301432150073,SAI
9,218.51136664988113,210.44684448629778,VER
10,177.54699671993984,182.16743250526315,SAI
11,220.82430283240328,214.45611619869186,VER
12,197.77627963507518,206.79743646838088,SAI
13,206.65284074760157,218.4234739556917,SAI
14,211.92386556695263,217.69789569745404,SAI
15,178.9608724284812,177.7151692034188,VER
16,242.97694892366277,236.12259787962648,VER
17,284.4058378408244,275.1195241813333,VER
18,300.37045221790476,286.94169264761905,VER
19,284.91864312685715,284.7971418575238,VER
20,129.1007642979292,133.2819943546289,SAI
21,158.51666457061523,172.9539300041954,SAI
22,146.97304881777458,139.83613286639786,VER
23,203.26444834131553,213.91350994747472,SAI
24,143.96076152642954,142.37464920091506,VER
25,,173.3433344,SAI
