Minisector,HAM,PER,Fastest
0,285.8466508243266,282.8156804121301,HAM
1,253.89136411225485,241.32086097737005,HAM
2,269.81100076286384,267.2918209486473,HAM
3,278.7740648235433,278.3248361034161,HAM
4,138.1995312408636,129.3899490219884,HAM
5,211.9516835856176,210.76337734921404,HAM
6,266.56611062332314,266.13119222469,HAM
7,285.276731490437,286.60499697983715,PER
8,294.3536457111111,296.81862738823526,PER
9,299.2263020666667,302.2924421324877,PER
10,287.0921545512954,303.8069196571429,PER
11,105.99688812471163,113.2477704103207,PER
12,223.45570279458127,205.20638982364582,HAM
13,272.67527623609317,269.08642704778157,HAM
14,278.62773530817714,285.9507297218444,PER
15,140.6801993035163,135.10613632227754,HAM
16,213.6488580192689,195.03551787282672,HAM
17,260.5740571079148,253.27726948753465,HAM
18,265.40900009170963,261.71483342127095,HAM
19,250.58337464665806,237.89924131595,HAM
20,158.02206531160647,156.9340260262495,HAM
21,196.79618052377023,173.03310557625176,HAM
22,183.69722418347752,184.12073657637325,PER
23,196.65033716629858,177.36082635955157,HAM
24,255.0273729693259,242.90518774428125,HAM
25,274.31840806158266,270.0222222222222,HAM
