Minisector,VER,NOR,Fastest
0,270.96468246349207,278.3820327958453,NOR
1,298.24549548513164,301.28946051764706,NOR
2,316.9817703333333,313.6059522330532,VER
3,328.96432543091976,321.62426453333336,VER
4,335.6689682387302,325.77199934365484,VER
5,339.0835938,327.7318627137255,VER
6,228.95367138911752,209.54241437128138,VER
7,108.12847001342439,106.18198191207952,VER
8,182.41062961373606,185.24777882159833,NOR
9,268.4563082819048,264.7958328090703,VER
10,302.0258434202037,294.6775058911673,VER
11,178.33244403946992,161.64065305546217,VER
12,98.78339865214603,99.28036351299923,NOR
13,116.38300181962651,115.64198731736658,VER
14,225.3182117161348,223.8018370915114,VER
15,191.7309061108757,187.62463735671213,VER
16,232.81889722371037,225.47634574575568,VER
17,187.33056687455118,183.41786412949244,VER
18,238.87335302034714,242.31609784242426,NOR
19,280.44892100048713,283.25460502456144,NOR
20,261.5468253968254,249.08873979740505,VER
21,152.1855822043948,143.9822843388471,VER
22,99.40314405921416,94.75594046666406,VER
23,126.67288565913448,125.4526871493254,VER
24,225.40264282671262,232.34039795942027,NOR
25,256.8624992,,VER
