Minisector,HAM,NOR,Fastest
0,305.1188408115942,287.1588544,HAM
1,319.56746016507935,293.7946198603341,HAM
2,304.4002809039189,278.6715267555556,HAM
3,113.35186919139737,113.71566823148886,NOR
4,218.6215279243774,223.42107927407358,NOR
5,274.1647534064195,274.4744219926114,NOR
6,219.92187606666667,224.2007809862241,NOR
7,160.7866572244166,161.83160316112412,NOR
8,211.63651834129914,214.8151192060171,NOR
9,223.98624208193226,224.81972202666665,NOR
10,120.75238610948955,119.42008931887366,HAM
11,225.6605025656518,230.0786674499376,NOR
12,123.81291164832548,126.33872175693166,NOR
13,223.04747678058638,223.61152867555558,NOR
14,277.1483331413333,278.6844502923205,NOR
15,217.63198367139853,226.05483760860213,NOR
16,192.22276218476955,190.39560664530686,HAM
17,253.581412429992,244.05987622151676,HAM
18,213.52285061505376,203.60756680956237,HAM
19,175.99780282375735,179.50256210790604,NOR
20,264.0318779003315,263.6468214007924,HAM
21,281.09239132753623,283.7084323936508,NOR
22,178.22276719032584,178.9785482353556,NOR
23,213.00739173947773,215.573272010975,NOR
24,269.2376020403038,270.9109716062846,NOR
25,282.55,,HAM
