Minisector,VER,LEC,Fastest
0,285.9995265151515,279.7316376421053,VER
1,114.17898827363113,120.3827322235722,LEC
2,164.31739417989417,162.20038947860317,VER
3,203.10720126434413,198.12594367175345,VER
4,167.05876668585185,157.51933904155842,VER
5,239.9358134920635,228.64607764391053,VER
6,194.02457189625656,181.1606312165419,VER
7,133.90948491612554,129.6877085550446,VER
8,241.23694971997776,237.96021395773244,VER
9,286.86288515406164,286.01826316955646,VER
10,283.51666666666665,279.39740124085296,VER
11,153.84111360310493,152.1657071790459,VER
12,221.31785047644559,225.01255194993198,LEC
13,278.7860812609676,277.0468585057143,VER
14,255.34872534872537,263.15023851797594,LEC
15,102.934542764235,100.49029844739471,VER
16,226.45065789473685,223.69429817373737,VER
17,292.72052789752166,290.0338272541353,VER
18,324.34508928571427,321.6017671149306,VER
19,336.3285714285715,334.4371180711111,VER
20,331.5007727953945,331.80424996266663,LEC
21,285.3860294117647,298.0691147684427,LEC
22,154.8015757136289,151.29665406501377,VER
23,241.71994682016185,236.30766059855583,VER
24,270.59127976190473,296.5876304,LEC
25,,311.04318196363636,LEC
