Minisector,NOR,HAM,Fastest
0,289.38251743361633,288.4696769129634,NOR
1,308.2280208569632,306.42070298543285,NOR
2,306.89463772748127,299.16537314245613,NOR
3,202.47660522093827,198.60055225914266,NOR
4,234.83296652900688,232.50510423087252,NOR
5,223.29552268701394,219.19548739896877,NOR
6,206.3684201319243,211.70966705348658,HAM
7,231.2007974244898,229.42091448465098,NOR
8,269.8616592206803,267.5520128369335,NOR
9,280.7750992770054,272.6245640195346,NOR
10,175.74740024087237,176.0622602686324,HAM
11,237.23050922683788,234.64991383176704,NOR
12,120.74746247577983,114.95841774879257,NOR
13,226.21182384484848,223.2054878861942,NOR
14,278.9295539796304,276.0378085982203,NOR
15,294.93797063372534,293.13742407757576,NOR
16,218.91509913153592,221.48781926071553,HAM
17,187.01020483238415,184.10074220758133,NOR
18,267.54198741750645,265.7157750896886,NOR
19,295.26645361922897,292.61887272742877,NOR
20,306.75714644248194,304.63649112675654,NOR
21,306.5727381739683,305.40482250525156,NOR
22,273.89059448402116,284.4679506222222,HAM
23,118.46576931787276,119.11068557873038,HAM
24,246.0484551628219,242.9458560304147,NOR
25,,274.96874933333334,HAM
