Minisector,VER,BOT,Fastest
0,295.6469376690346,301.85911426666667,BOT
1,294.34543497751827,303.39831106091253,BOT
2,163.3683627802696,160.62720950673244,VER
3,231.61299658510347,226.50898125301796,VER
4,285.3041881117747,274.9383430146015,VER
5,310.89285714285717,294.6372398400436,VER
6,315.4478175085714,298.3892025785028,VER
7,153.44937051233617,151.51725275100912,VER
8,139.5736872338697,140.9494666738894,BOT
9,255.37229185969153,252.34709222539166,VER
10,294.7923038701586,283.5175546427318,VER
11,303.8966836353742,289.6166844998558,VER
12,144.3600900478518,146.25718861048267,BOT
13,200.27284715135087,200.6652661421422,BOT
14,252.42915867509112,255.99871466389888,BOT
15,205.65380179199022,202.8047235027176,VER
16,224.10958825578683,218.1684994576338,VER
17,214.69877245193706,214.38420822739144,VER
18,247.31364423701203,245.63948964496663,VER
19,279.14446917176855,276.9048296252289,VER
20,294.2133673403535,290.1749128368434,VER
21,262.16638193331664,255.0848076443736,VER
22,227.6765764259149,219.74890422992905,VER
23,217.24213655084196,210.9448174925111,VER
24,269.21352089678385,264.77970321748467,VER
25,284.55000106666665,281.60416533333336,VER
