Minisector,HAM,BOT,Fastest
0,306.0316470603174,297.6987472935759,HAM
1,244.96687550461772,235.22953968367474,HAM
2,193.56909680436925,192.52169388979684,HAM
3,266.57718881347495,263.91250485438945,HAM
4,216.45494155558166,226.59673411021555,BOT
5,110.41729913786064,114.03215212444061,BOT
6,173.13683051916567,174.3238214423572,BOT
7,257.96983481958847,257.05491127619047,HAM
8,288.5947243804096,287.6936903375238,HAM
9,303.24444462222226,304.2696447923716,BOT
10,307.4059527241083,304.05036243478264,HAM
11,239.24290453350758,240.79475908862295,BOT
12,143.9463807458478,147.51985571726837,BOT
13,255.73573909590402,253.32884947356897,HAM
14,290.39817693845754,290.3968360721542,HAM
15,298.6671664213333,300.43102140589525,BOT
16,290.240624984127,288.30802384457144,HAM
17,243.9597886646489,246.63180155570237,BOT
18,170.69292420101627,174.52276612816382,BOT
19,182.47203214134683,179.36998755668765,HAM
20,174.18832648043266,172.54490567355515,HAM
21,238.57170568386636,234.14405294734968,HAM
22,120.1460903709008,120.14948731480133,BOT
23,199.20306352757555,201.88948392880124,BOT
24,281.4653691303709,282.4167101322507,BOT
25,295.10833386666667,,HAM
