Minisector,VER,RUS,Fastest
0,242.67975599377584,241.16573698033795,VER
1,275.53419822282694,272.17831581698164,VER
2,178.34496132763513,172.84490319314224,VER
3,152.03076328489794,145.0149700738926,VER
4,253.38389369309425,255.06820312699568,RUS
5,266.0746402092929,267.30865057391304,RUS
6,232.54493547368622,238.2490170600414,RUS
7,205.70967232373204,216.10612286244026,RUS
8,157.30343021946928,157.76995070150426,RUS
9,220.23253569100925,213.0956494567619,VER
10,266.1027089215133,266.02664274618934,VER
11,121.39209027349618,123.55652708322994,RUS
12,197.64080515514777,199.25915886733105,RUS
13,265.6917857142857,265.2910457730486,VER
14,288.77788590453457,285.7178956293334,VER
15,295.89468252352094,289.95845546755555,VER
16,240.4190502784774,244.54257924263862,RUS
17,130.26839334865673,131.94139946271568,RUS
18,134.74819794070854,132.15454948330384,VER
19,122.27950635432086,122.87527546441292,RUS
20,219.1956714907234,224.32782660534872,RUS
21,254.7610052910053,254.07566454522407,VER
22,236.21391168537525,246.74076652455489,RUS
23,213.12551020408162,222.55460974398773,RUS
24,135.38008199766617,136.4734360082175,RUS
25,,211.53981155555553,RUS
