Minisector,VER,PER,Fastest
0,230.05844869760588,230.62046782495003,PER
1,280.81433118730126,283.0313329913834,PER
2,295.1485611257338,299.3041159162772,PER
3,302.5526319855434,306.61304782803165,PER
4,281.38461688669986,275.1183394041562,VER
5,168.8249777829117,164.94318482799517,VER
6,259.49926625865214,259.5292810053604,PER
7,274.5019577176069,279.4973365715933,PER
8,215.85746119688815,210.99143421959963,VER
9,218.4634987903059,216.7620920248461,VER
10,190.15005857363434,183.64452419666583,VER
11,222.72402468838644,224.25723230492667,PER
12,210.30396244714197,202.09783140569965,VER
13,218.48013139947972,211.4110833760981,VER
14,220.84405464462816,220.21004292562708,VER
15,183.5741058205472,176.74047250453918,VER
16,241.98674495014075,242.64876311882898,PER
17,281.2701019307144,286.4804657853765,PER
18,294.98523465592274,299.9411990772853,PER
19,291.0210413682219,287.53987576302336,VER
20,136.74952187505414,130.86784041424937,VER
21,165.3455013319518,171.6996608497814,PER
22,149.0998224143278,144.93583688177898,VER
23,206.43986430878894,205.64130988501736,VER
24,150.21105988397858,147.156369132613,VER
25,,178.80832426666666,PER
