Minisector,VER,PER,Fastest
0,235.13549018938704,232.36324766117002,VER
1,282.35762984588746,287.624910072397,PER
2,293.63512313470034,303.8773769070955,PER
3,296.441341991342,307.08374992,PER
4,263.2748282276348,271.3220461777778,PER
5,174.18141167891156,167.7707564326332,VER
6,259.24806353812744,262.80460266038256,PER
7,276.5353670539683,280.59558986666667,PER
8,220.80518964486456,204.03506467704418,VER
9,221.78633028571429,220.5724823564626,VER
10,191.79042198281203,179.77060518661224,VER
11,224.86360906384482,225.4984493442177,PER
12,210.80315333062728,195.70148531756567,VER
13,218.32496792711277,208.94114385827677,VER
14,223.19395008329573,221.03820542284714,VER
15,185.66304299176397,176.26896134036124,VER
16,247.85457767032966,252.27938180266668,PER
17,286.8307036102501,295.5735495183134,PER
18,300.1284082973865,312.5323623218045,PER
19,288.97091276190474,289.5638224847683,PER
20,134.419142851985,124.23823780027345,VER
21,170.3105831021112,156.6473011467953,VER
22,157.5888581064691,159.6649561296394,PER
23,208.63991341750682,192.89562487843136,VER
24,151.74850763019558,145.32103148444574,VER
