Minisector,NOR,RUS,Fastest
0,231.86819968288827,229.93063277879497,NOR
1,279.0918418872688,282.36842994871796,RUS
2,292.14883446349205,296.7380987732802,RUS
3,296.7467391536232,304.98106065454544,RUS
4,264.0022684425028,260.7459191566582,NOR
5,165.62567858604652,160.0087392374616,NOR
6,258.80512174806086,260.2503814671087,RUS
7,273.23141025641024,273.81760199459984,RUS
8,211.87182200702023,209.035846109501,NOR
9,218.0730972375167,214.99583357788794,NOR
10,180.35035391043436,172.69270690666667,NOR
11,224.58461587631774,215.72917317675254,NOR
12,204.92032892121213,196.5278627179999,NOR
13,212.77749851348912,202.22767751260503,NOR
14,222.6118229862233,209.1586915703746,NOR
15,176.1844968968314,171.11549184009115,NOR
16,253.50333746019447,242.41391887069787,NOR
17,297.87693188124507,284.06833373866664,NOR
18,308.4591096447205,297.32687678422985,NOR
19,295.2791982158828,288.61857551111115,NOR
20,132.96667242575887,128.73735767148023,NOR
21,162.53680246564093,153.83009617832246,NOR
22,152.22916131028697,140.73733964921905,NOR
23,205.60751481591262,202.7831238911706,NOR
24,148.07808205223557,137.74922525481344,NOR
25,185.46667093333332,175.0,NOR
