Minisector,HAM,PER,Fastest
0,274.62984549511987,273.88908683174606,HAM
1,301.26111045925927,302.1081444453648,PER
2,315.3561136769882,323.183088,PER
3,324.2101647540916,335.8351560666667,PER
4,328.8859374,341.26027775999995,PER
5,327.8133186761905,341.34294598052554,PER
6,224.93686078562274,227.9465304888889,PER
7,108.54810805818931,107.80427886562995,HAM
8,185.5316497212003,173.71666493793106,HAM
9,262.2032444937445,261.87024658341977,HAM
10,290.44462936533085,297.7039213176471,PER
11,173.46611223333332,188.14711940350546,PER
12,98.91118687392373,99.22143657824846,PER
13,117.29567166352726,115.82939076063491,HAM
14,223.7891314716856,223.5447876184393,HAM
15,192.52342198510925,188.8117555809524,HAM
16,230.33949273043478,231.0904535303316,PER
17,189.04958791858022,179.47278345878487,HAM
18,235.94546954202897,236.1299778915266,PER
19,279.1670525474499,276.66966772899997,HAM
20,254.27287813459762,257.6265892063492,PER
21,149.51012021520725,154.5407861150476,PER
22,97.26419188019199,98.59317286100195,PER
23,127.57875868991447,127.9215712907983,PER
24,227.41025190994242,225.36659674868662,HAM
25,258.26666666666665,254.58333333333331,HAM
