Minisector,VER,GAS,Fastest
0,307.42842922851906,303.11299835804795,VER
1,250.39248807093594,232.576284641077,VER
2,192.18364470579417,190.42502193273654,VER
3,266.5051079923782,267.85621731850784,GAS
4,220.97345214539118,218.0860125684642,VER
5,112.8060572803348,109.64495091908799,VER
6,179.3738513710162,165.73236706190863,VER
7,257.8203699753086,254.98983502215998,VER
8,289.0975087723189,283.41169295776155,VER
9,306.57238595445136,298.5205953401905,VER
10,313.26889727370764,301.9602430666667,VER
11,229.85037977782625,228.86032102235836,VER
12,144.73846639020405,145.92363968532007,GAS
13,259.1692017100529,256.1937219669148,VER
14,294.66049840625817,289.4764134023999,VER
15,307.23325227359305,297.689938608607,VER
16,299.8594021478088,287.60464754871794,VER
17,246.19271377865354,245.97912885770026,VER
18,177.47173517298958,166.9606038705981,VER
19,178.9937493814616,180.6218480910569,GAS
20,174.20710863442287,173.3792830926793,VER
21,237.5097816398961,243.83932151564414,GAS
22,121.59889017665279,123.83120682052838,GAS
23,195.0286703710707,188.92376392072072,VER
24,279.4304558284475,279.54811149377605,GAS
25,,297.2375008,GAS
