Minisector,HAM,OCO,Fastest
0,265.17846689163656,259.68195693524035,HAM
1,256.71790133909343,239.2350978503401,HAM
2,169.76030167102442,157.81026285460922,HAM
3,249.40130895238096,243.65865832332221,HAM
4,271.4309178759141,268.2449999055238,HAM
5,197.524891625592,189.52190518857142,HAM
6,124.51416348486546,121.61633075838485,HAM
7,161.8009939213485,152.01354164848485,HAM
8,258.4421468717949,252.6244994816,HAM
9,184.01396337152946,184.37612638558556,OCO
10,182.75535561142857,169.37282212090224,HAM
11,257.3726946818143,250.9052466962963,HAM
12,246.26064568498168,233.50218374913393,HAM
13,259.46821018147836,254.82964734358973,HAM
14,283.48297062028985,282.1437103801504,HAM
15,289.04058897444503,287.1606880927536,HAM
16,145.93813148212482,143.93624264075348,HAM
17,232.08085380823763,228.37281046378195,HAM
18,284.24466814409936,279.1218648183313,HAM
19,302.68278970434784,295.20909090909095,HAM
20,309.1244613151927,298.50304271470645,HAM
21,315.0817459301587,299.61468256507936,HAM
22,144.07315961347598,180.2878534046519,OCO
23,85.74999404226485,90.87015807294777,OCO
24,172.32305806262926,156.73483106604772,HAM
25,243.81250133333333,238.7936512,HAM
