Minisector,NOR,HAM,Fastest
0,258.66616437864906,249.13204475238095,NOR
1,131.5597641637816,127.2001710767478,NOR
2,202.031664431746,199.48553116329023,NOR
3,243.9389833966979,245.33625429920266,HAM
4,255.16650258479297,256.5498643504762,HAM
5,182.91536705333334,166.80981689431675,NOR
6,146.00920565077828,140.0167429212746,NOR
7,183.01662333621934,177.9279024235326,NOR
8,101.92619804632807,100.85452717522352,NOR
9,74.73630437043174,70.44745569119522,NOR
10,97.21558648728413,96.99061856947154,NOR
11,180.726836608,190.30478309490232,HAM
12,241.06064448358543,244.1329640391111,HAM
13,265.39675201088437,267.4056795114192,HAM
14,274.8107693128205,270.22235729230766,NOR
15,127.52770623456611,103.60562748103362,NOR
16,152.12192411681423,155.77761710085608,HAM
17,191.3637194180433,173.39366762943723,NOR
18,196.94912531049627,195.5976475147242,NOR
19,217.22645221736695,195.26107348029265,NOR
20,137.59768679558172,132.80050372789168,NOR
21,114.9471629997279,98.97569471423101,NOR
22,98.10449279122727,101.463295346338,HAM
23,197.0244063774843,200.9996617983723,HAM
24,250.4335384387842,252.6696845117173,HAM
