Minisector,BOT,RIC,Fastest
0,274.77508282457035,280.20362291937414,RIC
1,293.4104400935685,305.6278136843908,RIC
2,287.6460960388357,291.2663535256827,RIC
3,173.66750620468065,174.2699952492998,RIC
4,117.25738271131974,117.84723341620666,RIC
5,233.55827249165205,235.03291968426322,RIC
6,282.5497837503962,287.9244804132433,RIC
7,296.60636226405006,298.14020876405897,RIC
8,163.97354476052706,161.893422039981,BOT
9,141.5607239736611,137.78478151027696,BOT
10,250.39567076770945,251.79387984974798,RIC
11,286.1547880064632,294.28878448197526,RIC
12,295.9152726194697,299.63500746122844,RIC
13,280.0847642370419,271.96941751558245,BOT
14,297.9765216962386,299.616625054368,RIC
15,298.11151098001943,302.62381246897684,RIC
16,248.421170603554,238.76170421001126,BOT
17,224.49328671531475,214.79072338199148,BOT
18,277.61662257680183,282.6037576027546,RIC
19,300.6878302409539,315.9147304878081,RIC
20,301.4415309970538,324.95535535031837,RIC
21,231.98541130318648,217.01832023479838,BOT
22,255.69288367097437,251.83013744127908,BOT
23,137.8662911054002,134.93237863754675,BOT
24,212.81072185051266,213.31422362558567,RIC
25,257.2333312,255.70833066666665,BOT
