Minisector,HAM,OCO,Fastest
0,257.5231736068376,251.01984257015872,HAM
1,136.80631336410258,132.9040498714061,HAM
2,207.2903887409414,206.33884833928343,HAM
3,247.94119068647618,247.52053364786326,HAM
4,255.86461451247166,255.76672696829124,HAM
5,177.63528481370594,184.77507156885508,OCO
6,154.1698674245614,145.8159876983397,HAM
7,187.69368373593863,180.61171889714285,HAM
8,101.6229058313906,101.22785341103858,HAM
9,72.5324227775732,71.21261239038054,HAM
10,101.03269523849238,98.04294891311916,HAM
11,192.9267844426889,194.20653734159592,OCO
12,247.45168314923276,244.62389306096568,HAM
13,269.2372400969697,265.6521802261995,HAM
14,274.3372222222222,278.075556260202,OCO
15,111.31114015852637,107.77178410833505,HAM
16,158.82737019947027,155.4031856321693,HAM
17,188.9328871351082,187.38588843377778,HAM
18,205.08270233426703,198.66957391177948,HAM
19,215.966997552461,221.62026873079407,OCO
20,139.05768329374305,136.89369457595637,HAM
21,118.23441827717238,119.58736373969735,OCO
22,104.08811744315744,95.71878329730552,HAM
23,205.20601444838857,195.56386293078148,HAM
24,251.89036280287934,246.25417570787877,HAM
25,,263.0,OCO
