Minisector,VER,BOT,Fastest
0,291.0999117810278,304.6892214167775,BOT
1,300.9358928533333,321.7398180651629,BOT
2,305.2087718736842,327.1873015703704,BOT
3,307.33450781860483,323.8069452444445,BOT
4,189.34345356039913,182.04980883254345,VER
5,224.9692073142857,217.0336450652608,VER
6,253.47087792338354,246.10868017777776,VER
7,272.65062333242633,267.82876066493503,VER
8,268.06008160360386,254.73505036179887,VER
9,177.2413692414566,168.44036265101334,VER
10,239.77348738337233,226.27038570535086,VER
11,143.64731474657376,134.77099094706787,VER
12,232.44103934688073,233.54540452115063,BOT
13,202.10716335238095,190.35525910738235,VER
14,227.4622713903916,231.48437037787866,BOT
15,259.0855071536232,249.42101472463767,VER
16,270.9980438784581,266.592148215873,VER
17,286.71239104961137,284.7172143657434,VER
18,170.87389597605443,155.62814807751775,VER
19,176.1535261188551,176.86921929495696,BOT
20,151.11058453004568,153.03359477023068,BOT
21,178.31489907070707,168.47072776689072,VER
22,120.49017599724503,118.96997144815394,VER
23,224.9999714016117,231.23170924188992,BOT
24,272.12803221768706,274.45374970666666,BOT
25,284.6749994666667,,VER
