Minisector,HAM,VER,Fastest
0,311.4287035851852,303.12003966137564,HAM
1,238.84523398095237,235.01940191281815,HAM
2,136.77136368617246,134.04375647943027,HAM
3,220.70328900295917,216.9146592884764,HAM
4,264.64234607835715,262.5338187161828,HAM
5,290.7865199327731,286.4318777989418,HAM
6,301.5416391403249,300.63898906865967,HAM
7,283.21162487017546,273.52916826666666,HAM
8,179.14597415553226,177.1596165848332,HAM
9,242.38645114195012,242.38653051423915,VER
10,271.2674531664722,274.73399081704264,VER
11,260.1344590997494,265.50246881035275,VER
12,209.6225281206707,211.57788027553696,VER
13,127.53898313833815,128.98396101232447,VER
14,128.25770561870797,126.33026788952381,HAM
15,161.14922021640746,168.0394560655537,VER
16,127.14192532071772,125.58959671760547,HAM
17,233.30549445145667,232.1775355362319,HAM
18,183.6870655938056,191.39220068223787,VER
19,165.3140739662932,162.39848352323233,HAM
20,250.7153419151515,247.52046249872416,HAM
21,279.96299568253966,274.07870195048326,HAM
22,298.0236767177346,287.31798214736847,HAM
23,315.083088627451,296.53564805079367,HAM
24,324.1308127398966,301.2613095439776,HAM
25,,303.0,VER
