Minisector,VER,STR,Fastest
0,298.6698245392761,298.90601181797973,STR
1,196.18652925802084,185.16196793536182,VER
2,224.5127634569121,221.69102868235362,VER
3,273.8745637001698,274.9773134855844,STR
4,247.6850655730032,231.42950914119575,VER
5,127.49866052326523,123.73946026422212,VER
6,206.5330985210628,201.86427935534397,VER
7,249.9807471236175,230.66337464419487,VER
8,231.01889898923767,216.79008459995543,VER
9,225.02026225574969,228.45867425319753,STR
10,273.30414043484734,270.91753804189733,VER
11,290.03887109360693,289.0980353653341,VER
12,298.6496419390391,300.3475094693018,STR
13,300.33111669043205,318.56209343159,STR
14,302.06294896036724,324.19109243697477,STR
15,234.49015967189877,215.66177850544037,VER
16,228.94513377390032,233.17055403514388,STR
17,273.79664137677906,281.28054755761127,STR
18,289.93467337038976,287.029347724792,VER
19,144.59583781642175,134.473482089482,VER
20,210.77976598785898,182.02843046556998,VER
21,173.3356025987018,157.7173978707593,VER
22,146.84242886207275,142.56191179708057,VER
23,242.1764317543425,235.0499148610744,VER
24,284.56654563754523,282.5814984855437,VER
