Minisector,LEC,ALO,Fastest
0,292.19520773333335,288.9373915716918,LEC
1,304.1992296605042,296.26827744985997,LEC
2,160.73153795860975,170.9470746091018,ALO
3,218.63619314792243,220.60716667733334,ALO
4,277.8665748596003,272.35855219649125,LEC
5,303.80092533333334,291.8821378524346,LEC
6,316.0399508705882,299.66176476862745,LEC
7,185.2984768474623,196.87642031216703,ALO
8,115.83799916490665,116.44220925217391,ALO
9,250.1633775749644,242.1981037110357,LEC
10,293.14384283702987,279.4709216793186,LEC
11,311.8888888888889,293.21296296296293,LEC
12,142.74379641536134,160.82709381004221,ALO
13,188.24910697142857,175.61555717569786,LEC
14,258.6479179767187,250.91901732715525,LEC
15,191.27857188571429,219.66035800380953,ALO
16,204.27599540058003,211.16618440650825,ALO
17,204.64951967179485,217.41850039466667,ALO
18,235.34671349197205,234.37246302608696,LEC
19,276.01090125733515,271.6641080569626,LEC
20,297.69537037037037,289.75694423703703,LEC
21,266.5288789798034,279.9975009066667,ALO
22,226.49388967688256,240.59663424996398,ALO
23,201.32665519769708,197.06944395061728,LEC
24,267.0639707411146,257.2212007029586,LEC
25,,278.0215587455757,ALO
