Minisector,RUS,ALO,Fastest
0,297.3017884232618,292.2503991029318,RUS
1,308.95395840888887,301.6462602191597,RUS
2,311.5168817107609,305.7182341663492,RUS
3,294.80904400089014,291.07643589610393,RUS
4,160.2974438307279,163.8154811465534,ALO
5,211.9448505819665,213.91085209794343,ALO
6,244.29098522874457,245.4166257768944,ALO
7,271.55543120981474,269.10060475778704,RUS
8,240.73766470580085,242.55032041142857,ALO
9,161.7017579557639,156.32390133132787,RUS
10,212.6678467949714,218.1553470551849,ALO
11,125.07186771389475,127.1316107542516,ALO
12,230.2341679483563,220.14002888629489,RUS
13,176.76608481203252,178.46026819014315,ALO
14,224.13027426107107,209.01812589589224,RUS
15,246.98452208688994,239.99660740481175,RUS
16,270.00137054796994,261.9613826273079,RUS
17,300.88428920392994,286.7346616767789,RUS
18,144.90338366473458,150.72022323361344,ALO
19,172.2993624398495,163.92532539666743,RUS
20,138.70045267635487,132.16067380379735,RUS
21,232.02973291742902,226.25507674203507,RUS
22,265.4525935498183,261.37585117929893,RUS
23,255.60293035479202,253.06367663058822,RUS
24,281.02800441803174,278.4949211371708,RUS
25,,288.21071359999996,ALO
