Minisector,BOT,LEC,Fastest
0,304.6892214167775,290.54726708917747,BOT
1,321.7398180651629,301.04701521429075,BOT
2,327.13949578039217,305.3566144078847,BOT
3,324.0276323368421,306.5596501333333,BOT
4,182.04980883254345,176.3186639797539,BOT
5,217.0336450652608,213.45603679455783,BOT
6,245.64492716521738,241.70937484444445,BOT
7,266.9094424588745,265.40290579392445,BOT
8,258.73505036179887,258.1266529755927,BOT
9,167.72607693672762,168.31070316037753,LEC
10,230.1712004935649,232.35315130108975,LEC
11,133.5988322561588,134.7048842372089,LEC
12,228.75623780115063,228.2155705639578,BOT
13,194.49589157357912,195.4504343162762,LEC
14,226.39569960664406,220.44014573012217,BOT
15,249.90362342028988,251.46908316723844,LEC
16,264.697050569697,263.0796053441409,BOT
17,283.97515839069723,284.7692742530612,LEC
18,164.0304239742945,167.86509863662025,LEC
19,176.28992630101754,175.17609481745038,BOT
20,148.02898557853348,145.97421146285714,BOT
21,174.98306425869657,172.0205924349481,BOT
22,116.86262608554172,115.02769754173936,BOT
23,223.9575106367617,219.28830018461537,BOT
24,270.9005678060606,268.7991042243634,BOT
25,284.44166613333334,283.35555484444444,BOT
