Minisector,HAM,NOR,Fastest
0,292.1707197750567,301.10916598897967,NOR
1,302.5666453762844,320.6419484150376,NOR
2,307.50352638586145,328.98250537724783,NOR
3,307.81805556825395,325.01480081676203,NOR
4,215.03676033845122,198.00038877604675,HAM
5,232.2638348307692,226.32913521550975,HAM
6,272.8968867044291,271.1571232193404,HAM
7,277.96939505720593,269.4306897252304,HAM
8,207.38529173646947,193.25011518525346,HAM
9,165.0224549569747,155.89816897405473,HAM
10,193.36456530866153,186.25656722331078,HAM
11,264.2792339137572,263.3299683710145,HAM
12,263.9607199152772,252.80533422933334,HAM
13,240.21434666116366,233.1286980588401,HAM
14,279.2175722136646,276.39126963809525,HAM
15,189.99847802781377,176.9055811367667,HAM
16,229.35709795555556,220.8206780839506,HAM
17,256.53038596404224,236.34813389152873,HAM
18,144.89389815962053,135.71261485140397,HAM
19,246.20599401021397,246.13433491237225,HAM
20,282.4261901714286,285.9383500770975,NOR
21,266.38600708123005,249.43679669793033,HAM
22,156.77970075897434,142.25620223141723,HAM
23,222.54049781036593,209.18745632489524,HAM
24,274.69428032132504,273.8135818805195,HAM
25,281.1714285714286,,HAM
