Minisector,BOT,GAS,Fastest
0,287.46125376394696,303.78541613534566,GAS
1,297.34106397645763,322.30316272064726,GAS
2,274.67417466758457,301.2373884857143,GAS
3,109.3312127466891,110.89066045188831,GAS
4,220.07746828926633,216.88706686536744,BOT
5,264.12637051289386,272.1445567434113,GAS
6,209.89528626358052,209.25152538927338,BOT
7,159.8508062634077,156.99489184956116,BOT
8,201.3291858802721,210.90300721435744,GAS
9,210.43305526399854,216.32619740036324,GAS
10,118.69352831793898,118.97193638611517,GAS
11,221.69648758419228,220.02080645530864,BOT
12,114.35429788972317,127.15624320877642,GAS
13,221.0832537713076,213.2678201937089,BOT
14,268.5785121339739,264.4575484675325,BOT
15,206.98954962509774,225.644204821023,GAS
16,184.97675217380953,184.2642038847312,BOT
17,245.21190937492983,245.36262317186615,GAS
18,197.26322358405395,201.529054432,GAS
19,184.41342120256368,181.4328941517631,BOT
20,259.20124743173153,259.5551296207792,GAS
21,282.75862510285714,284.76470893617534,GAS
22,163.4009990768211,175.58622013914382,GAS
23,208.6815694914633,196.93599756749856,BOT
24,269.7015248767083,267.81730434828285,BOT
25,,282.8388892444445,GAS
