Minisector,VER,PIA,Fastest
0,298.85274971225397,303.07624460720496,PIA
1,135.20487962178925,139.22729312674522,PIA
2,212.79285822315947,211.3151119808311,VER
3,279.8266848183878,271.857040080202,VER
4,319.9129483579494,310.77629328492367,VER
5,315.87517436121215,316.29571986989896,PIA
6,145.60912568262364,145.96079780854927,PIA
7,240.87030987701425,237.3251408582369,VER
8,112.17197675184865,111.55298342737122,VER
9,154.8249762851282,145.59402002290622,VER
10,274.62601324444444,271.37785314922735,VER
11,298.4454001108067,296.18570828556193,VER
12,251.39070118252874,244.83376810216208,VER
13,154.7816658445501,155.7332649136269,PIA
14,272.10538864242915,275.07640822352596,PIA
15,308.4740463737198,306.4285209627289,VER
16,323.2121877029787,321.8836619148052,VER
17,334.89565239033817,329.8618526247304,VER
18,344.187860009697,335.53871556491225,VER
19,349.18564341778034,337.10853114897503,VER
20,223.03961010372788,229.02520965561763,PIA
21,146.89436647205562,156.43979469878616,PIA
22,273.17824968023086,273.5073282165331,PIA
23,310.90158773115644,312.30417572060276,PIA
24,325.88246929626723,325.1967176170522,VER
25,324.6583338666667,,VER
