Minisector,NOR,PIA,Fastest
0,277.5682737350702,273.68317104110974,NOR
1,303.2016110806719,300.8629564495051,NOR
2,307.6245595840822,307.33037567222,NOR
3,120.26132234733063,121.3977966293976,PIA
4,194.13684242504203,184.12427575134086,NOR
5,252.1085116874283,253.11369168404352,PIA
6,133.22375757164465,130.56402165062403,NOR
7,200.11479778290956,189.49516080328533,NOR
8,257.87416048589404,253.22198208435375,NOR
9,281.46114481347814,278.7325826913851,NOR
10,228.87963054779897,231.10667858388214,PIA
11,173.5382780676646,162.59244924122657,NOR
12,191.32826395497958,188.48419783679057,NOR
13,138.88247297473353,143.86297157855884,PIA
14,171.5304006449992,171.68319991721043,PIA
15,159.58300547133902,161.34668026076187,PIA
16,216.4196346967366,212.15262531501628,NOR
17,234.48553537765096,232.26794564866444,NOR
18,239.85383572906244,237.17508932483474,NOR
19,224.81199580534346,228.81598433015873,PIA
20,142.33755185112992,145.0270089624288,PIA
21,125.67178655053655,127.41169284361393,PIA
22,168.6069601365894,165.11931720401148,NOR
23,151.6505574029861,150.99660533067797,NOR
24,227.24588875316417,227.59095806699872,PIA
