Minisector,PER,NOR,Fastest
0,269.7806255418256,269.77361126736844,PER
1,300.07371066666667,297.534843756041,PER
2,321.06149357564425,311.4927858055977,PER
3,333.0429398192092,320.75708327873014,PER
4,340.8208547938462,325.5600641476923,PER
5,345.73781244571427,328.76534223352405,PER
6,221.3726120810729,192.69268884334974,PER
7,102.62560044316633,104.11502873457557,NOR
8,179.73868287647963,183.1754776752268,NOR
9,260.2964750723597,258.36147482328045,PER
10,297.23272686545454,287.29808532143625,PER
11,169.19537045532851,164.05464705288804,PER
12,95.4422718168413,92.33243598824691,PER
13,109.95170995713198,112.81207125679653,NOR
14,215.325688696,209.8254230931892,PER
15,181.18711699807778,178.35720573108225,PER
16,219.33758023659908,214.16846779135616,PER
17,169.2873116961134,171.46343940031,NOR
18,224.5839877523221,233.33186003374007,NOR
19,274.102151648254,274.9803366396741,NOR
20,239.55021434052802,229.32145475445958,PER
21,145.11986366350047,137.68961000191146,PER
22,94.25943294408506,95.53269205015371,NOR
23,118.99136039796397,116.08876023485031,PER
24,220.95803802222864,220.2634540475844,PER
25,253.1,,PER
