Minisector,VER,LEC,Fastest
0,251.29629748525866,259.64464706097186,LEC
1,128.71066226556064,120.99345982749018,VER
2,261.0821107168017,258.5632149217535,VER
3,304.40940448220323,300.7375290096649,VER
4,304.9652300128139,301.7943303284656,VER
5,313.52465146577686,315.6281104594709,LEC
6,317.1074584323232,330.1793588609016,LEC
7,319.1963668018775,333.0003883826388,LEC
8,187.4656104308647,184.51328139421707,VER
9,191.1444067946425,187.6722624192436,VER
10,185.54566778120702,180.6239212344052,VER
11,173.8884587026531,178.46952113199052,LEC
12,255.75153580873564,255.22396422047942,VER
13,273.23707073618095,270.6480681946921,VER
14,280.8701454002709,274.87740957976564,VER
15,280.4499729232423,267.191426516998,VER
16,174.03806929349565,178.7154992251137,LEC
17,183.93886940082854,181.40863678600866,VER
18,237.14734104541682,233.74556092986668,VER
19,282.2003995642051,279.48727456636163,VER
20,303.43260923573536,299.5854213425838,VER
21,309.50867274045856,303.4224068399172,VER
22,309.0869755845805,304.4432620397714,VER
23,242.00145202666752,226.32294323554885,VER
24,115.61762170053584,114.30293835981908,VER
25,226.28140344738424,,VER
