Minisector,VER,SAI,Fastest
0,298.63083349333334,302.3381252444444,SAI
1,203.15196910074783,206.72065832471893,SAI
2,144.99549803518207,139.08684264450216,VER
3,219.49193858839826,213.59140309952414,VER
4,160.9564983822306,156.8784060807867,VER
5,181.80372858509423,178.45846482577159,VER
6,251.00262405530864,252.27560260740742,SAI
7,276.9206582810961,277.3148514,SAI
8,285.0007986285714,286.2739999969524,SAI
9,249.75643128888888,257.6512410771242,SAI
10,244.22585399024774,246.17373834370372,SAI
11,234.3926209382716,242.64436934337903,SAI
12,205.52603683451954,202.06218998684403,VER
13,140.4182685631169,133.70929142407803,VER
14,145.50813281426167,134.45632996449837,VER
15,182.59563393054944,186.846850208547,SAI
16,251.25381513939192,252.73670994900286,SAI
17,234.57911940458553,231.2857320325852,VER
18,117.57260983385285,112.10880928877346,VER
19,198.66425416966183,204.06136503434345,SAI
20,194.3473861999829,189.99379937154131,VER
21,234.3564787116883,236.41916850285713,SAI
22,262.1437040458862,263.42898463893727,SAI
23,281.23391830291945,284.6452196421788,SAI
24,292.67084848,297.70495546692644,SAI
