Minisector,VER,HAM,Fastest
0,248.46670519966312,241.5991905118139,VER
1,292.79055456053976,272.99480868888884,VER
2,170.47493332466416,167.11285498697623,VER
3,166.09537005908962,154.23466763935147,VER
4,257.80134599599415,257.10391101162344,VER
5,264.8929823399553,268.71839985608466,HAM
6,220.03553245025728,228.29249843090244,HAM
7,191.33245164356126,207.35816525537066,HAM
8,155.80096034599833,156.2043647862062,HAM
9,210.1155461247668,210.4139769548387,HAM
10,270.73237983981556,270.0500996190002,VER
11,122.02328198342093,127.5236655323286,HAM
12,208.13850446170892,201.97956073650792,VER
13,277.00956527912166,269.76864197532336,VER
14,305.5258343995939,289.4292261256778,VER
15,322.1247780705096,296.2656436108642,VER
16,260.17072640678265,245.71683135796826,VER
17,129.2582277575864,136.1608629195238,HAM
18,132.60550069647334,133.45811158918352,HAM
19,119.62975269663309,120.19776000389348,HAM
20,224.86420520634923,217.8897250438608,VER
21,250.88778507889876,256.6380216275902,HAM
22,225.98578318444368,236.1041199071232,HAM
23,207.1087165762605,215.6710514556116,HAM
24,135.4980324672097,130.6075366373955,VER
25,215.925,208.596998144,VER
