Minisector,VER,LEC,Fastest
0,261.76529527429415,257.9211701399586,VER
1,297.31357649642706,283.31500762358337,VER
2,157.2879170882447,174.79948346204156,LEC
3,165.28229071372547,170.00884702170734,LEC
4,260.9732076417577,263.13440057972576,LEC
5,270.5561013587302,282.7841377888193,LEC
6,227.59262752029136,244.45890784217863,LEC
7,205.32310786394558,216.0590053489214,LEC
8,160.77241441625372,160.2370438276158,VER
9,234.97370346153096,216.73712921192006,VER
10,275.729545939394,276.3248858993197,LEC
11,119.30156783491259,130.94505159341531,LEC
12,223.1328055032967,216.6047946956787,VER
13,275.43736906671614,274.4092263293141,VER
14,293.3405699368421,290.9589877180953,VER
15,295.78968253968253,297.54229168,LEC
16,210.44030272451496,246.18569344927536,LEC
17,133.82170724532563,139.89110615628155,LEC
18,140.19329524248238,138.57854693535756,VER
19,123.25601052865358,123.8171191372394,LEC
20,229.33133282133335,231.83397284688647,LEC
21,255.87365842093104,260.5638292763282,LEC
22,235.5508217715928,243.54658792592593,LEC
23,219.6822524205128,226.3259893763686,LEC
24,148.08898836825398,143.9081732311266,VER
25,,222.95833173333335,LEC
