Minisector,VER,NOR,Fastest
0,252.8311068441294,256.03457710930945,NOR
1,210.529693956523,203.95276359033195,VER
2,216.54428857631876,221.36483497748696,NOR
3,256.7081730871795,262.5216047407407,NOR
4,271.36693565290614,276.5342076201141,NOR
5,225.71824625287357,220.6052207209408,VER
6,101.72683054588343,94.26290736753177,VER
7,185.47883184439476,189.92422254205746,NOR
8,264.92266683733334,269.16189379608977,NOR
9,286.25533859845837,289.27211462611257,NOR
10,292.5151516121212,295.9154659957857,NOR
11,286.2042967295328,292.4420298086957,NOR
12,114.34627042474209,113.46299627509994,VER
13,214.25268872258064,219.03412131731997,NOR
14,271.2246627848383,276.62649938895237,NOR
15,288.3675346666667,293.5797100985507,NOR
16,224.67060463136926,225.43078296774195,NOR
17,126.69004799752724,121.71601859236225,VER
18,156.9448089058201,150.83685121473073,VER
19,249.0096153846154,253.14721453061225,NOR
20,161.29020950898658,153.26788025272594,VER
21,134.84756438643845,130.6604046971309,VER
22,200.62421375100016,206.78953851817414,NOR
23,207.9855037930303,206.63236969895362,VER
24,170.36406344,167.17408094265528,VER
25,228.8750016,,VER
