Minisector,VER,PER,Fastest
0,291.40431441245653,290.9402737735818,VER
1,302.07408000805367,301.73105250807015,VER
2,267.5012651827022,275.67997778986665,PER
3,110.25128740879923,107.7494541937983,VER
4,220.25639164030568,216.69337406258504,VER
5,267.9700782438736,267.57986194511267,VER
6,207.7114704877267,202.09279251857143,VER
7,160.9114100526,162.38575312731368,PER
8,200.00928887571428,205.7601983353911,PER
9,205.92247298708995,204.11192516947182,VER
10,118.08780460327185,116.20995731347558,VER
11,224.30266876773845,228.23079655782047,PER
12,117.61933386550663,119.96700354241084,PER
13,219.5988483718299,221.75652198420966,PER
14,270.41149971329617,271.3266418389625,PER
15,216.0394595041975,212.95378647352274,VER
16,187.13003413923195,190.96237390038218,PER
17,241.02534562378926,239.15594446263702,VER
18,202.88039987910534,196.09889843938817,VER
19,184.90734822380443,182.96494165187883,VER
20,263.20879143409996,263.6504424640542,PER
21,286.99803110073583,288.4368836949281,PER
22,173.68589049251776,167.84367734590475,VER
23,209.6710985703887,204.04043939684658,VER
24,272.6987279792208,269.6554020741477,VER
25,285.3958336,284.08000000000004,VER
