Minisector,HAM,LEC,Fastest
0,284.43190435809527,292.19520773333335,LEC
1,286.6719298245614,304.1992296605042,LEC
2,173.94388992774083,161.02492258836375,HAM
3,221.28583737436367,220.62103452908585,HAM
4,269.0158588538273,278.52324611662027,LEC
5,287.07675413333334,304.5539209411765,LEC
6,285.83997499348374,316.0399508705882,LEC
7,185.53208320035077,178.04669351536796,HAM
8,124.02707968139033,120.11177936410908,HAM
9,244.77787377909976,251.694966983296,LEC
10,277.47703418713,293.8204826877125,LEC
11,282.0217105403509,312.2352941176471,LEC
12,157.91879608790953,142.08001198380435,HAM
13,190.70285999685498,196.17403218364228,LEC
14,250.3551964074518,260.3587521251222,LEC
15,212.65466679466667,187.2862071908046,HAM
16,219.80863114611574,208.79253520593656,HAM
17,222.77554379130433,203.48086463209876,HAM
18,240.66108577264234,240.19417714414595,HAM
19,272.66228287857473,278.11980848140547,LEC
20,285.5491227508772,298.4814814814815,LEC
21,266.5488154452002,260.7894085521937,HAM
22,232.35018137971016,223.29250078799365,HAM
23,203.24230756923077,205.5164698742403,LEC
24,259.5032353106201,269.5816696121091,LEC
25,276.0375008,,HAM
