Minisector,VER,GAS,Fastest
0,270.96468246349207,273.6565886489591,GAS
1,298.24549548513164,298.37691579469333,GAS
2,316.9817703333333,309.98823504313725,VER
3,328.96432543091976,316.2509802039216,VER
4,335.6689682387302,320.2401960336134,VER
5,339.0835938,321.0041669019608,VER
6,228.95367138911752,210.05469160834983,VER
7,108.12847001342439,108.71982469054171,GAS
8,182.41062961373606,183.8314342559291,GAS
9,268.4563082819048,263.99636396158706,VER
10,302.0258434202037,291.3956014222222,VER
11,178.33244403946992,177.04466800013262,VER
12,98.78339865214603,97.42647551461013,VER
13,116.38300181962651,115.92214169069571,VER
14,225.3182117161348,222.93990309377796,VER
15,191.7309061108757,187.07053558095237,VER
16,232.81889722371037,224.71754492431157,VER
17,187.33056687455118,180.64688074614122,VER
18,238.87335302034714,238.47243587690636,VER
19,280.44892100048713,281.3230150179894,GAS
20,261.5468253968254,252.5514628848485,VER
21,152.1855822043948,146.2678722063098,VER
22,99.40314405921416,96.53746966641881,VER
23,126.67288565913448,125.72772653728387,VER
24,225.40264282671262,220.89904709560653,VER
25,256.8624992,256.6249984,VER
