Minisector,RUS,HAM,Fastest
0,317.4884799340606,315.50515737560215,RUS
1,323.44306045238096,312.480654552381,RUS
2,164.02609091444225,161.48925252187323,RUS
3,151.7037485180952,160.88494058514286,HAM
4,200.87781706759057,197.5767053848456,RUS
5,150.76395642971428,149.04276105664482,RUS
6,201.11267230911568,204.23556653893328,HAM
7,272.5120345537255,275.69003931396605,HAM
8,291.76935216592597,290.05055549155554,RUS
9,280.29668304190477,282.17710584805155,HAM
10,229.5178835817143,246.31876641777777,HAM
11,232.46079496821082,241.8672048526133,HAM
12,216.11213653024154,225.43993718093844,HAM
13,177.12009993900836,180.179819776593,HAM
14,133.37929741629628,139.31239000222993,HAM
15,132.74198361374636,131.39869859542068,RUS
16,192.92023347889307,191.18926333871102,RUS
17,268.15089172952383,264.8493018969915,RUS
18,191.98201449426128,203.847682304199,HAM
19,112.20025302432676,112.59450478539182,HAM
20,202.71545651864733,204.47543447642613,HAM
21,186.66914149436624,184.03756636458402,RUS
22,245.19914958909808,240.97573750643272,RUS
23,275.4261378677618,275.2314629111834,RUS
24,303.37015721333336,300.1498820045957,RUS
25,313.51428571428573,313.5625002666667,HAM
