Minisector,VER,RIC,Fastest
0,253.3297097388342,253.7993064002867,RIC
1,208.27424786717566,204.00871146706632,VER
2,220.61895174251248,220.53360347040993,VER
3,258.21328008774896,262.3168484957945,RIC
4,269.4691131770955,275.20459673444225,RIC
5,210.90782666559207,223.6724128639586,RIC
6,97.86393107573402,99.16231164448804,RIC
7,189.77231717444084,186.53881121880167,VER
8,274.62717114162035,268.8846696006417,VER
9,297.4157405629629,291.7484310189974,VER
10,306.39889735049337,301.4765281635119,VER
11,301.0952810745984,300.7776861071241,VER
12,110.40119679750237,116.84760504828942,RIC
13,212.7094058268342,215.179227753094,RIC
14,273.6957179202362,274.1062901571746,RIC
15,296.50875698559776,293.9452026829548,VER
16,224.54706663736664,226.4027719962829,RIC
17,125.3962529793476,124.20267124192019,VER
18,154.6209839769017,154.4206618139208,VER
19,250.388232103897,251.09356127357637,RIC
20,153.61722492033985,157.17287459352673,RIC
21,128.3590209840303,130.30853297034287,RIC
22,202.5657704610455,204.9224356747838,RIC
23,205.83260765848058,208.09566435038457,RIC
24,171.7946451597134,168.97809822190823,VER
