Minisector,VER,NOR,Fastest
0,255.10535934587807,257.12821594525565,NOR
1,221.06995080230539,215.21088249915928,VER
2,204.2910102196425,211.6397770006499,NOR
3,258.21282116633864,260.53443721285385,NOR
4,275.2517346723527,274.2883250370899,VER
5,287.6114851605995,280.1641304115942,VER
6,170.07505059601982,167.19632385284226,VER
7,189.88894623765142,189.89390736987698,NOR
8,269.6307264470532,268.28382299188473,VER
9,292.7562139120273,289.0406545444452,VER
10,303.24102307850285,295.3314308028919,VER
11,300.37806178232415,290.12864437046926,VER
12,119.6658958055113,116.86867277620918,VER
13,184.15423425565527,195.11601334915918,NOR
14,270.394618400106,270.9269796805947,NOR
15,295.28921844631805,291.356904731646,VER
16,297.66439393939396,287.4725027415071,VER
17,190.2776190111083,181.66007651624753,VER
18,226.31682827383847,226.29377908649332,VER
19,268.38559063499935,264.15197276770766,VER
20,156.42020245986512,157.56717464494287,NOR
21,155.0551019907787,152.4481731874238,VER
22,222.5148559035716,223.57053745549572,NOR
23,237.35938071194778,228.79895819862534,VER
24,165.02075413376258,164.1480099044242,VER
25,230.208336,,VER
