Minisector,VER,PER,Fastest
0,270.96468246349207,273.88908683174606,PER
1,298.24549548513164,302.1081444453648,PER
2,316.9817703333333,323.183088,PER
3,328.96432543091976,335.8351560666667,PER
4,335.6689682387302,341.26027775999995,PER
5,339.0835938,341.34294598052554,PER
6,228.95367138911752,227.9465304888889,VER
7,108.12847001342439,107.73523356356799,VER
8,182.41062961373606,171.63235939555554,VER
9,268.4563082819048,261.87024658341977,VER
10,302.0258434202037,297.7039213176471,VER
11,178.33244403946992,191.1832268955804,PER
12,98.78339865214603,98.07812372469479,VER
13,116.38300181962651,114.76789006185139,VER
14,225.3182117161348,223.54131517399483,VER
15,191.7309061108757,188.95617780229887,VER
16,232.81889722371037,231.0904535303316,VER
17,187.33056687455118,179.47278345878487,VER
18,238.87335302034714,236.1299778915266,VER
19,280.44892100048713,276.66966772899997,VER
20,261.5468253968254,257.6265892063492,VER
21,152.1855822043948,154.5407861150476,PER
22,99.40314405921416,96.7306511224234,VER
23,126.67288565913448,126.04712215873016,VER
24,225.40264282671262,222.3223434653328,VER
25,256.8624992,254.58333333333331,VER
