Minisector,VER,LEC,Fastest
0,276.0863088253968,273.04670895620797,VER
1,292.25113624242425,292.355043502514,LEC
2,232.26616994857,224.93752290699427,VER
3,133.50799058686064,127.82045842658214,VER
4,194.67525172640694,182.1022721314376,VER
5,127.39811665324238,120.20886430005226,VER
6,210.46065029646903,212.07559697865352,LEC
7,267.4409727111111,260.8272507688305,VER
8,193.9855807821419,171.63511767017545,VER
9,181.98719200653062,186.59212356630178,LEC
10,264.8975209989553,264.6579113562457,VER
11,195.66188903434343,179.2562245277105,VER
12,163.64028533545397,169.45839660646632,LEC
13,256.7188328533333,256.05761973638096,VER
14,272.48256891153807,272.0573210176672,VER
15,285.7464012606061,286.64342427573695,LEC
16,218.79632576763615,199.24859837363246,VER
17,199.78125458214285,190.0088668142857,VER
18,245.31727791795643,245.46468116215596,LEC
19,281.8469693090909,282.6612559099567,LEC
20,291.533980263354,293.58844712727273,LEC
21,209.81967374215708,188.42436640896358,VER
22,149.16002529113365,153.55325377560976,LEC
23,162.56323199942716,153.51903258049887,VER
24,226.48738068218447,227.3064786557,LEC
25,260.1124992,,VER
