Minisector,NOR,LEC,Fastest
0,275.37498334911567,272.95022562646614,NOR
1,240.11009433184108,249.14912319102132,LEC
2,119.91157470487815,122.50914811928206,LEC
3,176.2653754978818,169.72035449686726,NOR
4,196.51586058453628,198.89326169914673,LEC
5,203.54890285113999,195.29399650490842,NOR
6,267.7738174317493,267.3231341359045,NOR
7,289.34487491388103,288.54479065223285,NOR
8,229.56152143197463,235.92245314426808,LEC
9,151.69804732084333,147.90757590842503,NOR
10,121.8026620368742,117.98601413342912,NOR
11,161.26760740679276,154.8695430245695,NOR
12,243.98602299204288,249.504284495931,LEC
13,153.14879537349645,155.52814114345784,LEC
14,159.75455921062712,153.7973601901745,NOR
15,106.32554466008041,109.6637649930638,LEC
16,224.70132686569562,219.80875635153242,NOR
17,234.55407826539684,234.94163870730156,LEC
18,132.03623203639924,129.32049066725153,NOR
19,243.12657352049925,239.9291949360269,NOR
20,277.3514044377489,274.87638578565765,NOR
21,197.9460401416563,204.5267513179745,LEC
22,165.21737980547186,151.49504800462475,NOR
23,221.02298790734736,217.81407676256788,NOR
24,234.8464935606349,229.66123533774328,NOR
25,260.68125088,257.6124992,NOR
